energia_hidro,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,demanda,demanda_residual
154229.33362638182,86433.12223115127,11103.806498983271,36190.64757729516,133727.57630742973,7506.173943055552,4887.625790034328,300350.7096669014,166623.13335947166
134349.6694227077,83446.21612304743,11016.43924945665,36716.177360995935,131178.8327335,15081.119777346898,4393.263832768263,285002.88576632284,153824.05303282285
155668.3391056378,86948.75525617333,11243.952255964494,36381.77820882268,134574.4857209605,15640.883166301988,11073.662500673241,316957.37049357354,182382.88477261306
119287.62664100487,86270.37463503586,11112.640300029936,36456.29165863506,133839.30659370084,10660.629062014967,1723.0615054587356,265510.6238021794,131671.31720847858
131017.705638031,85204.61999868434,10813.929831108317,36624.74911774642,132643.29894753906,13461.502714602744,4850.23446660036,281972.74176677316,149329.4428192341
99525.65482565647,88086.69888007017,10519.022792061409,36456.39532520748,135062.11699733906,32086.27465945879,12775.765328058407,279449.81181051274,144387.69481317367
463.876916769147,89008.3641081742,10162.96838403011,34108.82822734285,133280.1607195472,84000.0,45516.9736215319,263261.01125784824,129980.85053830106
0.0,89463.04536756715,9972.615210240887,33820.55439699758,133256.2149748056,84000.0,42036.43770600838,259292.65268081398,126036.43770600838
104360.12082248362,94891.81835942432,9563.104142878781,33635.805140418444,138090.72764272155,5741.967490620914,561.3480535291467,248754.16400935524,110663.43636663369
27595.813100688854,94289.04168629115,9295.735461339134,35191.04599428708,138775.82314191735,66974.91247678117,37082.474471479065,270429.02319086646,131653.2000489491
2105.6026886306863,92626.97625037367,8700.199318007642,35498.240488386815,136825.41605676812,82694.22778511333,38278.428249084434,259903.67477959656,123078.25872282844
117881.59795256374,94836.57389358795,7972.95051741626,35494.42107808353,138303.94548908772,3796.972899078202,0.0,259982.51634072966,121678.57085164193
120820.18332656394,93489.92244418705,7886.580423981958,30304.0610313741,131680.5638995431,8776.480637919787,1314.9441502084537,262592.1720142353,130911.60811469218
117120.45597132314,99055.78688356072,7202.4720605141165,23179.4313984164,129437.69034249125,10404.684130450203,1290.4276556114385,258253.258099876,128815.56775738478
107417.36640405355,100802.10191017616,6848.619997839734,24103.36180696789,131754.08371498378,25462.09436804529,7543.133308901053,272176.6777959837,140422.5940809999
110895.82076288474,101712.86540940804,6592.239287264835,35807.85017270486,144112.95486937772,14790.213828160671,3294.8784967422707,273093.8679571654,128980.91308778769
67831.63973167798,98902.87783107659,6313.888817388342,37372.87064236574,142589.63729083067,44912.94804496532,28081.317268034603,283415.54233550857,140825.9050446779
151545.79108448737,94681.16623634899,6226.619440106171,37637.072097554694,138544.85777400984,4990.016236768658,606.5662306118254,295687.2313258777,157142.37355186787
127974.7239236769,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,18896.61102585189,7343.17560771711,295705.62769014214,154214.5105572459
142165.59270068462,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,5477.420776670387,1404.2106502089405,290399.59062588343,149047.22412756394
89881.9309733766,103119.13665103159,6069.428513861314,38417.16864588663,147605.73381077952,34074.64125717392,20420.685937310747,291982.9919786408,144377.25816786126
152681.262724275,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,2061.436470055555,0.0,304438.6446116532,154742.69919433055
183691.32157726772,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,4878.0859834909825,2204.966081875583,344314.078180745,190774.37364263425
168326.6870120874,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,4804.9806240222215,1487.806466091518,328340.7778951762,174619.47410220111
154210.0898416076,105242.78086242783,6685.458508578523,39103.49393240264,151031.73330340898,8775.91576468331,331.2899363854423,314349.02884608536,163317.29554267638
115972.73152917103,106962.96958925872,6647.31737238033,38585.94822061793,152196.235182257,30514.638298756814,24232.87347903352,322916.47848921834,170720.24330696135
168492.90982482958,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,1302.4462981343784,0.0,324539.3006225413,169795.35612296395
159355.0440388186,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,6073.499182612903,503.1507681511619,324309.3460692367,165931.69398958265
119925.30782064534,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,24745.588864880327,23023.83005749314,327844.07606003765,167694.7267430188
179197.96890459745,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,4321.424916268552,421.8750084935315,338144.7260220777,183941.26882935956
129169.33638547978,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,4389.558544173739,149.7575083342228,286387.8691902277,133708.65243798774
138107.504523225,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,17354.755961034254,9745.731216341459,322262.0935318128,165207.99170060072
147373.1403573437,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,3938.6202323609323,244.5202677237193,306810.46157574235,151556.28085742836
94771.93186492214,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,14776.446200049912,3347.841841052028,270934.923208138,112896.21990602408
105764.33987917891,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,0.0,0.0,263070.47748510976,105764.33987917891
117723.33926852356,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,0.0,0.0,280285.53235852404,117723.33926852356
87306.5472169916,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,19615.93366955732,6553.5358758143475,266130.84408309334,113476.01676236326
131176.8361638252,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,0.0,0.0,285577.11513657524,131176.8361638252
93750.20191269623,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,12206.751857777517,1843.6246460556806,262082.3299189076,107800.57841652943
93049.7092420918,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,0.0,0.0,255123.2481228915,93049.7092420918
103108.53791245962,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,0.0,0.0,256329.5240082279,103108.53791245962
114273.56792626862,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,331.0609651844301,0.0,268426.447538085,114604.62889145303
132332.51805165643,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,6234.467838509311,2489.414771068921,293408.71020913124,141056.40066123466
116698.43699466765,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,584.502023143586,0.0,266283.27110128413,117282.93901781124
116326.49686039666,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,1709.5847120336152,117.39467309353597,266350.2864282474,118153.47624552381
150066.24469278104,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,1680.0,987.0687019369117,301666.04971180565,152733.31339471793
110291.52481429996,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,14809.781000459136,8303.126609068018,283744.0488402307,133404.43242382712
